Year,Surface_Temperature,Net_TOA_Flux,Run_Type,Model,Simulation
1850,13.576715087890648,0.59098816,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1851,13.619714355468773,0.5508423,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1852,13.699822998046898,-0.07940674,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1853,13.581201171875023,-0.34921265,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1854,13.421197509765648,0.5001831,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1855,13.657403564453148,0.3191986,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1856,13.761315917968773,0.18258667,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1857,13.737908935546898,0.18943787,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1858,13.657159423828148,0.19906616,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1859,13.678369140625023,0.3732605,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1860,13.695886230468773,0.2587433,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1861,13.620568847656273,-0.31074524,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1862,13.551751708984398,-0.2649994,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1863,13.610009765625023,0.13270569,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1864,13.738427734375023,0.4444275,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1865,13.822381591796898,0.38407898,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1866,13.810968017578148,0.28459167,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1867,13.711541748046898,0.17645264,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1868,13.562127685546898,0.43391418,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1869,13.594628906250023,0.59025574,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1870,13.698388671875023,0.010757446,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1871,13.712976074218773,0.09109497,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1872,13.626489257812523,-0.2277832,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1873,13.477929687500023,0.07185364,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1874,13.444268798828148,0.34439087,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1875,13.578363037109398,0.34594727,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1876,13.642388916015648,0.05543518,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1877,13.592309570312523,0.41815186,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1878,13.589685058593773,0.077682495,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1879,13.599938964843773,0.14588928,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1880,13.678399658203148,0.10395813,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1881,13.585931396484398,0.14408875,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1882,13.525781250000023,0.27650452,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1883,13.559014892578148,-0.43382263,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1884,13.333123779296898,-1.6356201,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1885,13.340051269531273,0.0664978,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1886,13.442193603515648,0.20803833,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1887,13.468469238281273,0.34173584,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1888,13.532128906250023,0.41331482,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1889,13.520959472656273,0.56103516,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1890,13.564630126953148,0.31666565,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1891,13.607080078125023,-0.19482422,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1892,13.459893798828148,0.120910645,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1893,13.528314208984398,0.40350342,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1894,13.634271240234398,0.40220642,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1895,13.503503417968773,0.5387573,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1896,13.630944824218773,0.36717224,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1897,13.671838378906273,-0.22045898,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1898,13.591821289062523,0.048980713,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1899,13.595452880859398,0.27272034,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1900,13.573297119140648,0.17631531,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1901,13.609399414062523,0.044799805,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1902,13.471795654296898,-0.14822388,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1903,13.308923339843773,-0.41149902,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1904,13.494592285156273,0.06892395,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1905,13.458306884765648,0.53759766,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1906,13.490197753906273,0.18054199,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1907,13.593011474609398,0.03416443,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1908,13.435601806640648,-0.09764099,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1909,13.264367675781273,0.75901794,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1910,13.289666748046898,0.3548584,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1911,13.439904785156273,-0.12626648,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1912,13.378350830078148,-0.24624634,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1913,13.494927978515648,-0.17601013,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1914,13.588525390625023,-0.55926514,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1915,13.558709716796898,0.38720703,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1916,13.501824951171898,0.13999939,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1917,13.522241210937523,0.45689392,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1918,13.613824462890648,0.5219269,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1919,13.740869140625023,0.12814331,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1920,13.661950683593773,-0.1268158,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1921,13.633660888671898,0.44638062,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1922,13.615411376953148,0.1005249,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1923,13.714990234375023,0.72843933,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1924,13.741387939453148,-0.3169098,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1925,13.641076660156273,0.14178467,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1926,13.707971191406273,0.25193787,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1927,13.646325683593773,0.2607727,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1928,13.735101318359398,0.07296753,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1929,13.653741455078148,-0.355896,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1930,13.507257080078148,0.45281982,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1931,13.442407226562523,0.6371155,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1932,13.515771484375023,0.07002258,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1933,13.499871826171898,0.5349884,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1934,13.585870361328148,0.28515625,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1935,13.720758056640648,0.047470093,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1936,13.500390625000023,0.6002197,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1937,13.559533691406273,0.4096222,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1938,13.671350097656273,0.321167,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1939,13.683923339843773,0.18115234,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1940,13.724359130859398,-0.10548401,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1941,13.848931884765648,-0.15542603,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1942,13.655023193359398,-0.2475586,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1943,13.495629882812523,0.51104736,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1944,13.577111816406273,0.13510132,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1945,13.511468505859398,0.3174591,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1946,13.637048339843773,0.70022583,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1947,13.690148925781273,0.31080627,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1948,13.595819091796898,0.2534485,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1949,13.733361816406273,0.42614746,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1950,13.548638916015648,0.10687256,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1951,13.560510253906273,0.5201721,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1952,13.684899902343773,0.552948,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1953,13.855432128906273,0.058532715,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1954,13.695367431640648,-0.24833679,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1955,13.563745117187523,0.52041626,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1956,13.736566162109398,0.41163635,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1957,13.757836914062523,-0.07266235,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
1958,13.673638916015648,-0.089660645,tas_toa,MOHC_HadGEM3-GC31-LL,r1i1p1f3
