Year,Surface_Temperature,Net_TOA_Flux,Run_Type,Model,Simulation
1850,12.733026123046898,1.1704712,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1851,12.534448242187523,1.7887878,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1852,12.712915039062523,1.187027,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1853,12.765557861328148,1.2937622,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1854,12.526910400390648,1.75,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1855,12.629052734375023,1.6494293,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1856,12.664147949218773,1.2850494,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1857,12.641992187500023,1.3956757,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1858,12.736047363281273,1.4168854,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1859,12.618981933593773,1.3160095,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1860,12.626123046875023,1.2503662,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1861,12.310296630859398,1.6846466,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1862,12.476312255859398,1.6797028,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1863,12.664727783203148,1.2742615,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1864,12.568444824218773,1.7914124,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1865,12.669335937500023,1.3834534,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1866,12.773492431640648,1.4364014,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1867,12.861596679687523,1.7795715,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1868,12.839715576171898,1.5347595,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1869,12.703271484375023,1.5987549,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1870,12.747125244140648,1.6905212,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1871,12.739038085937523,1.4923859,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1872,12.877740478515648,1.674881,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1873,12.843011474609398,1.5493164,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1874,12.954675292968773,1.1802216,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1875,12.773614501953148,1.4515686,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1876,12.832910156250023,1.4813995,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1877,12.762597656250023,1.217804,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1878,12.527398681640648,1.5828247,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1879,12.615228271484398,2.0000916,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1880,12.872583007812523,1.1494293,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1881,12.882592773437523,1.2795715,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1882,12.673455810546898,1.740036,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1883,12.719445800781273,1.144928,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1884,12.711846923828148,0.24983215,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1885,12.699334716796898,1.3513947,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1886,12.717858886718773,1.7552948,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1887,12.884423828125023,1.3648376,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1888,12.761895751953148,1.542633,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1889,12.764001464843773,1.797348,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1890,12.924615478515648,1.3840027,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1891,12.937738037109398,0.9234772,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1892,12.885552978515648,1.3725891,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1893,12.767755126953148,1.6760864,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1894,12.955712890625023,1.7418671,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1895,12.982019042968773,1.2516785,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1896,12.827691650390648,1.8049469,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1897,12.709039306640648,1.9021454,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1898,12.933160400390648,1.2068329,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1899,12.907525634765648,1.5951385,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1900,12.854974365234398,1.315628,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1901,12.924310302734398,1.125946,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1902,12.745141601562523,1.5424347,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1903,12.691857910156273,1.1307831,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1904,12.812432861328148,1.5357513,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1905,12.814508056640648,1.3709106,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1906,12.791192626953148,1.8783875,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1907,12.921960449218773,1.5014954,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1908,12.859887695312523,1.1711578,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1909,12.621911621093773,1.7452698,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1910,12.663446044921898,1.7392731,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1911,12.867822265625023,1.8035889,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1912,12.911340332031273,1.098526,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1913,12.834344482421898,1.2108765,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1914,12.857995605468773,1.5306244,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1915,13.030877685546898,1.2095337,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1916,12.924127197265648,1.620163,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1917,12.961297607421898,1.5624695,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1918,12.847497558593773,1.7824554,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1919,12.936151123046898,1.5863037,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1920,13.084313964843773,1.2930908,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
1921,13.031762695312523,1.6600189,tas_toa,CNRM-CERFACS_CNRM-CM6-1,r3i1p1f2
